t,obs.shoulder_pan.pos,obs.shoulder_lift.pos,obs.elbow_flex.pos,obs.wrist_flex.pos,obs.wrist_roll.pos,obs.gripper.pos,cmd.shoulder_pan.pos,cmd.shoulder_lift.pos,cmd.elbow_flex.pos,cmd.wrist_flex.pos,cmd.wrist_roll.pos,cmd.gripper.pos,act.ee.x,act.ee.y,act.ee.z,act.ee.wx,act.ee.wy,act.ee.wz,act.ee.gripper_pos
0.0067,-4.484,-105.978,96.0,-102.022,-162.418,2.656,-8.279,-74.836,96.83,-95.0,-157.211,2.537,0.0284,-0.0009,0.2899,-0.5441,-0.0417,2.8845,2.5369
0.0352,-4.484,-105.89,96.0,-102.022,-162.418,2.656,-10.128,-75.273,96.83,-95.0,-157.211,1.448,0.0249,0.0021,0.2832,-0.5596,-0.0253,2.9258,1.4483
0.0685,-5.187,-105.451,96.176,-101.495,-161.89,2.656,-9.272,-74.744,96.83,-95.0,-157.211,2.186,0.0234,-0.0036,0.2819,-0.4961,-0.0274,2.9071,2.1859
0.102,-7.297,-103.516,96.352,-99.736,-160.132,2.191,-6.566,-74.576,96.83,-95.0,-157.211,2.342,0.0282,0.0039,0.2815,-0.5406,-0.0349,2.8697,2.3424
0.1457,-8.879,-99.473,96.44,-98.066,-159.077,1.992,-5.789,-73.804,96.83,-95.0,-157.211,1.128,0.0282,0.0063,0.2867,-0.5448,-0.0537,2.8802,1.128
0.169,-8.352,-93.582,96.44,-97.187,-158.462,2.058,-0.249,-73.618,96.83,-95.0,-157.211,2.285,0.0281,-0.0018,0.2815,-0.5074,-0.1156,2.828,2.2846
0.2022,-7.033,-87.429,96.44,-96.484,-158.286,1.859,-2.41,-70.315,94.37,-95.0,-157.211,1.35,0.033,-0.0011,0.2807,-0.4496,-0.089,2.8989,1.3501
0.2456,-5.275,-82.505,96.44,-96.044,-158.022,1.594,0.214,-63.466,86.404,-95.0,-157.211,0.209,0.0381,0.002,0.2896,-0.4522,-0.1015,2.8126,0.2085
0.2692,-2.901,-78.198,96.0,-95.516,-157.758,1.594,1.58,-62.526,85.506,-95.0,-157.085,1.5,0.033,0.0033,0.2865,-0.4358,-0.0998,2.7413,1.5003
0.3025,-1.495,-73.626,94.681,-95.429,-157.582,0.996,-0.19,-60.333,83.679,-95.0,-153.85,-0.016,0.0393,0.0053,0.2869,-0.351,-0.0966,2.7231,-0.0164
0.3465,-0.791,-69.143,91.956,-95.429,-157.582,0.863,3.033,-56.271,78.078,-95.0,-153.595,0.919,0.0439,-0.0028,0.2964,-0.3515,-0.0128,2.6722,0.919
0.3694,0.0,-65.538,89.319,-95.429,-156.879,0.73,1.689,-55.565,79.556,-95.0,-151.296,-0.308,0.0555,0.0015,0.2926,-0.1374,-0.0742,2.6584,-0.3082
0.4027,0.176,-62.198,86.769,-95.429,-155.385,0.664,-1.149,-53.401,75.992,-95.0,-145.084,0.283,0.0567,0.0066,0.2987,-0.1737,-0.0019,2.6045,0.2832
0.4463,0.703,-59.385,84.044,-95.429,-153.714,0.598,1.395,-50.39,72.854,-95.0,-149.068,1.071,0.0772,0.0008,0.3059,-0.0446,-0.0097,2.6311,1.0709
0.4695,0.44,-57.011,81.67,-95.429,-151.78,0.531,-2.566,-50.477,74.202,-95.0,-138.516,1.79,0.0762,0.0114,0.3035,0.0707,0.021,2.5111,1.7902
0.5033,-0.264,-54.549,79.297,-95.429,-149.319,0.797,-1.179,-52.686,79.191,-95.0,-140.739,0.688,0.1009,0.0084,0.2931,0.1847,0.0275,2.5198,0.6884
0.5475,-1.143,-52.879,77.538,-95.429,-147.033,1.129,-1.051,-52.025,78.982,-95.0,-142.662,0.303,0.1035,0.006,0.2942,0.2319,0.1393,2.5561,0.3027
0.5704,-2.022,-52.703,77.451,-95.429,-144.659,0.863,-4.388,-52.512,80.087,-95.0,-134.699,1.561,0.1214,0.0159,0.2919,0.2598,0.1139,2.4667,1.5605
0.6042,-1.582,-52.879,78.505,-95.429,-143.516,0.664,-4.185,-52.94,81.464,-95.0,-134.356,-0.424,0.1305,0.0148,0.2896,0.3077,0.1675,2.4542,-0.4241
0.6478,-1.495,-52.791,79.912,-95.429,-142.725,0.93,-4.905,-52.395,81.636,-95.0,-132.253,0.111,0.126,0.0176,0.2902,0.4,0.1739,2.4137,0.1108
0.6707,-2.725,-52.703,81.055,-95.429,-140.879,0.996,-1.221,-52.317,82.531,-95.0,-133.882,0.748,0.1449,0.0074,0.2898,0.4774,0.2519,2.3707,0.7484
0.7039,-3.78,-52.703,81.582,-95.429,-137.978,0.598,-4.697,-53.379,84.958,-95.0,-131.606,1.061,0.1435,0.0163,0.2838,0.4947,0.2712,2.3854,1.061
0.7372,-3.692,-52.703,82.286,-95.341,-135.516,0.598,-0.008,-55.057,87.01,-94.252,-129.961,0.307,0.1598,0.0061,0.2808,0.5576,0.2393,2.2608,0.3071
0.7808,-2.989,-52.791,83.78,-95.341,-133.934,0.797,-0.608,-59.973,88.468,-89.153,-129.651,-0.215,0.1622,0.0078,0.2797,0.5958,0.2435,2.2562,-0.2151
0.8042,-2.198,-53.758,85.714,-94.901,-132.879,0.531,-1.478,-65.476,91.215,-84.382,-125.434,1.298,0.1675,0.0114,0.2752,0.6324,0.2437,2.1837,1.2983
0.8382,-1.231,-55.516,87.473,-93.582,-131.648,0.332,2.784,-80.99,95.331,-69.196,-129.041,0.316,0.1783,-0.002,0.2724,0.6854,0.3299,2.1724,0.3161
0.8816,-1.143,-58.593,89.319,-90.857,-130.33,0.73,4.01,-94.284,96.83,-53.869,-125.291,0.783,0.184,-0.0039,0.2712,0.7453,0.3408,2.0659,0.7835
0.9048,-0.967,-63.077,91.78,-86.637,-129.099,0.863,3.92,-91.728,96.83,-53.337,-125.953,1.589,0.1931,-0.0034,0.2619,0.8173,0.3558,2.0575,1.5886
0.9381,0.44,-69.231,94.33,-80.132,-127.78,0.797,2.717,-100.0,96.83,-45.051,-121.563,0.608,0.1876,-0.0012,0.2643,0.8598,0.445,1.9853,0.6081
0.9714,1.934,-75.736,95.473,-73.099,-126.725,0.996,2.102,-100.0,94.066,-36.445,-121.242,2.145,0.2069,-0.0002,0.2582,0.8988,0.4656,1.9807,2.1449
1.015,2.374,-82.505,95.912,-65.451,-126.198,0.996,3.385,-84.032,90.876,-47.453,-117.723,4.933,0.2163,-0.0023,0.2543,0.9154,0.4431,1.8849,4.9332
1.0383,2.198,-88.747,95.824,-57.626,-124.527,0.863,2.171,-100.0,89.115,-27.049,-115.604,5.32,0.2155,-0.0001,0.2595,0.9376,0.5237,1.8615,5.3203
1.0723,2.462,-93.495,94.945,-50.33,-122.066,1.926,0.965,-94.358,87.701,-30.3,-109.872,7.572,0.2178,0.0036,0.2576,0.9163,0.5677,1.7817,7.5724
1.1146,2.637,-95.956,93.275,-43.736,-119.429,3.453,0.97,-69.401,86.395,-51.528,-107.735,9.741,0.2328,0.003,0.2463,0.9387,0.6111,1.7341,9.7408
1.1388,1.67,-96.132,91.604,-38.374,-116.615,4.98,1.865,-100.0,89.81,-24.645,-114.627,9.381,0.2145,-0.0001,0.2484,0.9757,0.6096,1.8406,9.3807
1.1728,1.231,-94.462,90.198,-33.89,-113.538,6.839,1.038,-79.421,82.442,-34.314,-105.721,11.423,0.2319,0.0041,0.2494,0.9682,0.6675,1.683,11.4232
1.216,1.407,-91.824,89.758,-30.462,-110.813,8.035,-0.129,-71.068,85.817,-48.137,-108.02,14.431,0.2338,0.0072,0.2424,0.9413,0.6581,1.757,14.4309
1.2396,1.319,-88.659,89.934,-28.44,-109.407,9.031,-1.254,-90.737,83.157,-20.807,-105.849,14.885,0.2299,0.0119,0.244,1.0036,0.7333,1.7028,14.8849
1.2732,0.703,-83.736,89.582,-28.0,-108.176,11.023,-1.656,-53.403,78.385,-52.45,-104.039,16.928,0.2543,0.016,0.2363,1.025,0.7111,1.6442,16.9285
1.3164,-0.088,-78.11,88.176,-28.703,-107.648,12.749,-3.537,-65.345,79.409,-39.414,-105.971,19.312,0.252,0.0202,0.2333,1.0369,0.8026,1.7194,19.3116
1.3395,-0.615,-73.275,86.505,-29.582,-106.33,14.409,-3.343,-85.742,82.341,-19.818,-103.318,20.994,0.2426,0.0223,0.2317,1.0706,0.7953,1.6296,20.9938
1.3729,-1.758,-68.879,84.747,-32.396,-105.802,16.268,-4.737,-60.586,74.335,-32.527,-102.715,22.43,0.2655,0.027,0.2231,1.1143,0.8908,1.6221,22.4299
1.4166,-2.637,-65.89,83.429,-35.121,-105.275,18.26,-5.792,-68.982,77.607,-27.458,-97.936,22.253,0.2585,0.0304,0.2204,1.0497,0.9523,1.5789,22.2526
1.4403,-3.429,-64.044,82.813,-36.44,-104.22,19.92,-7.973,-60.91,80.621,-41.565,-100.704,22.202,0.2581,0.0392,0.2162,1.0271,0.9123,1.6673,22.2023
1.4735,-4.484,-63.604,81.758,-36.264,-103.077,20.717,-7.12,-49.924,72.345,-40.274,-98.356,25.307,0.2745,0.0365,0.2161,1.0562,0.9823,1.601,25.3075
1.5169,-5.363,-63.516,81.582,-35.648,-101.758,21.116,-7.973,-54.435,74.352,-36.951,-97.912,25.702,0.2704,0.0395,0.2126,1.055,1.0092,1.6027,25.7021
1.5404,-6.418,-62.462,81.582,-35.912,-100.615,22.178,-9.26,-60.827,75.17,-30.845,-100.269,25.462,0.2655,0.0425,0.2142,1.0582,1.0489,1.6732,25.4625
1.5734,-7.297,-60.0,80.703,-36.264,-99.736,23.572,-10.376,-55.779,71.538,-28.958,-97.818,25.95,0.2732,0.0515,0.2091,1.1119,1.0575,1.5808,25.9498
1.6071,-8.264,-57.451,79.297,-35.385,-99.824,24.436,-10.855,-49.987,69.835,-34.167,-98.033,26.55,0.2778,0.0518,0.2108,1.0601,1.1001,1.6368,26.5505
1.6505,-9.055,-56.132,77.626,-33.099,-100.176,24.768,-12.944,-56.322,77.023,-34.05,-96.407,27.888,0.2663,0.0626,0.1973,1.0845,1.082,1.583,27.8885
2.1341,-13.011,-55.516,77.626,-32.923,-97.011,27.822,-8.139,-61.946,87.704,-45.408,-101.391,21.736,0.2556,0.0375,0.1964,1.0714,0.9386,1.6687,21.7359
2.1614,-12.835,-55.516,77.626,-32.923,-97.011,27.822,-9.687,-57.258,85.026,-45.726,-98.642,21.647,0.2603,0.045,0.1933,1.0461,1.0041,1.6426,21.6469
2.1945,-12.484,-56.044,78.242,-33.978,-97.451,27.291,-9.355,-53.274,80.677,-44.363,-98.259,22.58,0.267,0.0448,0.1966,1.0498,1.0257,1.6313,22.5796
2.2279,-11.341,-57.011,80.615,-36.527,-98.066,25.564,-8.216,-50.648,77.491,-41.042,-100.488,22.757,0.2736,0.0397,0.1944,1.0956,1.0713,1.6495,22.7571
2.2717,-10.374,-56.659,83.253,-39.429,-98.066,23.772,-10.558,-40.888,76.867,-51.342,-99.703,22.617,0.2762,0.0488,0.1913,1.0415,1.1061,1.6934,22.6172
2.2948,-9.582,-54.725,84.044,-41.363,-98.769,23.24,-12.462,-63.721,82.457,-30.853,-96.791,22.839,0.2596,0.0586,0.1878,1.1019,1.1006,1.5799,22.8394
2.329,-9.407,-51.209,83.516,-43.121,-99.297,23.24,-14.05,-50.243,75.843,-36.943,-95.05,22.024,0.2727,0.0678,0.1883,1.083,1.138,1.5652,22.0241
2.3726,-10.549,-47.077,82.549,-44.44,-98.769,23.174,-12.33,-30.521,74.851,-58.252,-94.468,23.469,0.283,0.0613,0.1798,1.0306,1.1174,1.5821,23.4687
2.3954,-11.956,-44.088,81.495,-44.352,-97.275,22.709,-14.023,-50.397,79.08,-41.319,-92.869,23.448,0.2691,0.0661,0.185,1.0149,1.1644,1.5704,23.4481
2.4285,-12.835,-41.451,80.0,-43.912,-96.22,22.709,-14.827,-56.395,80.294,-33.364,-94.546,24.142,0.266,0.0666,0.1804,1.0403,1.2499,1.6106,24.1421
2.4619,-13.187,-39.253,79.121,-43.209,-95.165,23.108,-14.456,-36.321,68.35,-39.92,-92.859,23.68,0.2914,0.0721,0.1786,1.0559,1.2567,1.5512,23.6799
2.5055,-13.89,-38.637,79.56,-40.923,-94.374,23.506,-16.845,-49.294,73.87,-29.894,-96.722,23.163,0.2775,0.0785,0.1745,1.1099,1.3112,1.6191,23.1633
2.5288,-13.978,-38.374,80.615,-37.846,-94.022,23.373,-16.961,-46.312,73.785,-36.481,-93.624,23.639,0.2812,0.0808,0.181,1.0287,1.2671,1.6013,23.6389
2.5629,-14.681,-37.846,80.879,-34.857,-94.286,23.307,-17.772,-64.622,81.766,-23.179,-90.35,24.678,0.264,0.0817,0.1753,1.0285,1.3167,1.514,24.6777
2.6061,-15.385,-38.549,80.264,-32.396,-94.813,23.373,-18.079,-50.41,79.73,-36.417,-90.841,24.1,0.2717,0.0847,0.1683,1.0152,1.309,1.5422,24.0998
2.6293,-16.264,-41.451,79.033,-30.286,-94.286,23.904,-18.104,-40.685,70.641,-34.029,-92.033,22.585,0.2843,0.088,0.1683,1.0653,1.3513,1.5376,22.5852
2.6632,-17.055,-45.758,78.154,-28.527,-92.791,23.971,-18.468,-39.247,70.093,-35.623,-91.454,24.327,0.2828,0.0886,0.171,1.0381,1.3594,1.5544,24.3272
2.7066,-17.67,-49.011,77.451,-28.44,-92.352,23.174,-18.038,-39.446,73.119,-39.712,-90.481,24.026,0.2788,0.0851,0.169,1.0079,1.3487,1.5576,24.0257
2.7296,-17.934,-50.418,75.868,-30.022,-92.264,23.041,-20.429,-35.713,66.823,-34.736,-91.086,23.74,0.2836,0.0972,0.1725,1.0197,1.4135,1.5727,23.7402
2.7629,-18.022,-50.066,74.549,-33.187,-91.736,23.506,-21.404,-42.167,70.643,-32.163,-92.242,24.176,0.2755,0.0979,0.1707,1.0096,1.4375,1.6186,24.1759
2.7962,-18.462,-47.868,73.495,-35.736,-91.736,23.572,-18.801,-45.953,73.523,-31.022,-91.491,24.802,0.2738,0.0885,0.1673,1.0674,1.3626,1.5294,24.8021
2.8408,-19.692,-44.703,72.44,-37.143,-92.0,23.772,-20.876,-35.203,70.868,-40.256,-90.88,24.986,0.2802,0.0987,0.1642,1.0002,1.4061,1.5859,24.9859
2.8635,-19.868,-42.33,72.527,-36.791,-92.0,24.236,-18.686,-34.461,71.175,-41.863,-89.893,25.363,0.2822,0.0918,0.1638,1.0356,1.332,1.5128,25.3633
2.8967,-20.132,-39.868,73.231,-36.088,-91.56,24.568,-20.681,-28.092,67.115,-44.614,-89.507,24.755,0.2872,0.1022,0.1657,0.9945,1.3673,1.5507,24.7548
2.9409,-19.868,-36.879,73.231,-36.176,-91.033,24.635,-20.612,-35.067,69.452,-38.437,-88.57,24.996,0.2815,0.0996,0.1642,0.9941,1.4,1.5267,24.996
2.9636,-19.604,-34.066,73.143,-37.846,-90.505,24.635,-19.823,-32.03,65.874,-37.735,-90.325,23.957,0.29,0.0974,0.1668,1.0116,1.4051,1.5596,23.9568
2.9976,-19.604,-31.692,71.912,-40.132,-89.978,24.635,-22.16,-31.959,68.225,-40.043,-93.015,25.051,0.2832,0.1054,0.1622,1.0153,1.4354,1.6361,25.0512
3.0408,-19.78,-30.901,70.769,-41.099,-90.154,24.502,-21.292,-39.063,72.472,-36.667,-89.636,25.593,0.2746,0.1003,0.1615,1.0109,1.4156,1.5418,25.5927
3.064,-19.956,-31.165,70.593,-40.659,-91.209,24.369,-19.153,-31.225,63.566,-32.119,-89.924,24.436,0.2944,0.0961,0.1586,1.0611,1.4567,1.4989,24.4363
3.0973,-20.484,-32.659,71.56,-38.901,-91.824,24.9,-20.424,-39.434,69.291,-28.028,-88.2,25.362,0.2808,0.0965,0.1533,1.0283,1.5214,1.4892,25.3617
3.1419,-20.571,-34.418,72.791,-36.352,-91.209,25.033,-22.411,-24.594,60.993,-35.014,-92.485,24.73,0.2952,0.1114,0.153,1.0678,1.517,1.5727,24.7297
3.1645,-20.132,-35.56,72.967,-33.187,-90.066,24.701,-22.569,-43.88,73.082,-28.21,-88.575,25.937,0.27,0.1033,0.1534,1.0086,1.5254,1.5213,25.937
3.1978,-20.308,-36.088,72.088,-30.901,-89.714,24.701,-21.709,-29.141,68.015,-38.894,-91.563,26.289,0.2856,0.105,0.149,1.0542,1.4799,1.5578,26.2892
3.2422,-21.187,-36.352,70.505,-29.934,-89.714,25.033,-21.808,-20.042,59.371,-39.414,-89.612,25.054,0.2998,0.1137,0.155,1.0572,1.4476,1.4914,25.0543
3.2649,-21.275,-36.527,69.626,-30.198,-90.066,25.631,-23.734,-31.06,68.273,-36.777,-89.558,25.781,0.2797,0.1145,0.1492,1.0299,1.4957,1.5236,25.7809
3.2982,-21.363,-35.56,68.923,-32.044,-90.505,25.498,-23.994,-25.3,63.72,-36.818,-89.623,25.009,0.2876,0.1195,0.1477,1.0492,1.5065,1.5059,25.0086
3.3315,-22.154,-33.363,67.956,-34.505,-90.33,25.299,-24.16,-24.012,68.242,-46.517,-91.924,24.803,0.2837,0.1161,0.1476,0.998,1.4879,1.6289,24.8033
3.3752,-22.945,-30.637,67.341,-35.824,-90.066,25.299,-23.023,-26.82,66.673,-40.199,-91.837,26.585,0.2857,0.1117,0.1488,1.0358,1.4978,1.5871,26.5851
3.3983,-23.56,-27.824,67.253,-37.231,-90.505,25.166,-23.565,-25.477,64.342,-37.733,-90.101,25.593,0.2877,0.1167,0.1468,1.038,1.5137,1.5336,25.5934
3.4316,-23.56,-25.89,67.868,-38.286,-91.121,25.299,-21.45,-30.945,69.719,-36.47,-88.605,25.765,0.2828,0.1021,0.141,1.0275,1.5405,1.5057,25.7647
3.4754,-23.56,-25.538,68.044,-37.846,-90.681,25.83,-22.767,-32.39,69.579,-34.075,-92.288,25.895,0.2794,0.1083,0.1415,1.0943,1.5321,1.5389,25.8954
3.4985,-23.033,-26.242,68.044,-36.791,-89.89,25.896,-23.159,-27.429,71.498,-45.465,-89.905,25.209,0.2786,0.1112,0.1433,1.0193,1.462,1.5453,25.2086
3.5319,-22.593,-28.176,68.484,-35.736,-89.89,25.83,-23.236,-35.999,72.448,-33.294,-89.396,24.765,0.2723,0.109,0.1403,1.0593,1.5341,1.4885,24.7653
3.5763,-22.769,-29.758,70.066,-35.209,-89.978,25.432,-22.237,-28.654,66.938,-34.461,-91.205,25.355,0.2852,0.1086,0.139,1.0956,1.5347,1.5046,25.3546
3.599,-22.857,-31.077,71.648,-34.857,-89.978,25.299,-22.878,-33.953,69.018,-30.835,-89.454,24.585,0.2785,0.1096,0.1405,1.0735,1.5479,1.4753,24.5851
3.6328,-23.033,-31.956,71.648,-34.418,-90.33,25.232,-22.143,-36.309,74.045,-33.975,-88.547,25.513,0.272,0.1038,0.1352,1.0696,1.526,1.4517,25.5131
3.6765,-22.857,-32.22,71.121,-34.066,-90.681,25.033,-24.203,-28.819,69.466,-39.068,-89.571,23.558,0.2783,0.1157,0.1407,1.0278,1.531,1.5286,23.5582
3.6993,-22.769,-32.659,71.121,-33.802,-89.978,24.967,-22.245,-25.978,67.841,-39.063,-88.993,26.206,0.2847,0.1101,0.1368,1.0713,1.5031,1.4614,26.2058
3.7325,-22.945,-32.747,71.385,-34.681,-89.538,25.033,-23.546,-29.541,70.159,-37.397,-89.325,24.224,0.2782,0.1117,0.1357,1.0391,1.5603,1.5114,24.2244
3.7659,-22.945,-31.604,71.033,-36.352,-89.538,25.299,-20.89,-28.358,67.07,-33.187,-90.515,24.428,0.2874,0.1027,0.1337,1.1142,1.5499,1.4635,24.4279
4.2217,-21.363,-28.264,69.275,-33.451,-90.242,24.635,-24.836,-33.422,74.086,-42.378,-90.283,25.023,0.2701,0.1173,0.1473,1.0162,1.4571,1.5489,25.0225
4.2509,-21.363,-28.264,69.275,-33.451,-90.242,24.635,-24.933,-37.362,75.377,-37.853,-90.444,24.628,0.2659,0.1158,0.145,1.0328,1.4929,1.539,24.6277
4.2843,-21.89,-28.615,69.538,-33.978,-90.242,24.635,-24.801,-28.776,70.07,-42.552,-92.463,25.446,0.2771,0.1204,0.1475,1.0637,1.4408,1.5606,25.4461
4.329,-23.121,-30.462,71.385,-35.648,-90.242,24.635,-24.687,-28.576,70.898,-41.608,-92.621,25.291,0.2761,0.1166,0.1404,1.0539,1.5161,1.5903,25.2912
4.3514,-23.912,-32.835,73.846,-37.67,-90.857,24.9,-24.432,-30.247,72.117,-40.66,-93.859,27.08,0.2736,0.1145,0.1392,1.0866,1.5083,1.5911,27.0801
4.3845,-24.264,-33.978,74.462,-39.429,-91.648,24.9,-24.228,-39.256,80.196,-40.957,-90.729,25.086,0.2592,0.1079,0.1378,1.0377,1.49,1.5514,25.0859
4.4185,-24.264,-33.89,74.022,-39.956,-92.527,25.564,-23.127,-43.681,77.882,-31.07,-91.56,26.525,0.2626,0.104,0.1386,1.0951,1.5189,1.5123,26.5249
4.4619,-24.264,-33.451,73.758,-39.956,-92.615,26.096,-23.472,-39.176,79.317,-38.637,-90.201,25.207,0.262,0.105,0.1351,1.0461,1.5151,1.5272,25.2072
4.485,-24.0,-33.802,74.462,-39.516,-91.912,26.096,-23.302,-29.505,70.796,-38.15,-92.395,26.009,0.2774,0.1114,0.1353,1.1049,1.5197,1.5268,26.0091
4.5184,-23.736,-35.297,76.747,-38.901,-91.297,25.83,-24.137,-36.99,75.726,-36.222,-93.799,25.674,0.2661,0.111,0.1367,1.1193,1.5033,1.5513,25.6736
4.5619,-23.385,-36.44,78.505,-38.549,-91.56,25.564,-23.145,-43.174,75.664,-28.879,-90.778,26.765,0.2661,0.1057,0.1396,1.0859,1.5337,1.5005,26.7647
4.5851,-23.56,-36.44,78.593,-37.582,-92.615,25.564,-22.094,-39.761,76.332,-34.633,-94.591,25.034,0.2691,0.1006,0.14,1.123,1.4955,1.5752,25.0336
4.6184,-23.824,-36.176,77.978,-35.385,-92.879,25.963,-20.552,-18.759,64.336,-43.231,-90.86,24.747,0.2958,0.1051,0.1382,1.084,1.5045,1.5122,24.7466
4.6622,-23.121,-36.791,77.89,-32.835,-93.055,26.162,-22.623,-22.743,68.38,-45.116,-90.463,23.771,0.2862,0.1099,0.1401,1.0284,1.5171,1.5613,23.7714
4.6853,-22.33,-37.319,77.714,-31.78,-93.143,25.498,-23.197,-30.171,68.491,-35.522,-90.047,24.658,0.2805,0.1131,0.1415,1.0782,1.5068,1.4811,24.6582
4.7186,-21.978,-36.879,76.044,-32.132,-92.088,24.701,-23.761,-30.614,73.239,-40.365,-90.321,24.566,0.2727,0.1135,0.1346,1.0831,1.4879,1.48,24.5659
4.7626,-22.505,-35.033,73.67,-33.626,-91.297,24.701,-23.032,-36.983,80.388,-42.905,-91.106,24.439,0.263,0.1034,0.1331,1.0516,1.493,1.5474,24.4391
4.7855,-23.033,-32.835,72.352,-35.824,-91.209,24.701,-24.236,-32.745,75.027,-42.031,-89.125,22.951,0.2681,0.1146,0.1388,1.0476,1.4602,1.4864,22.9507
4.8188,-23.209,-31.604,72.879,-38.462,-91.209,24.701,-24.708,-44.716,83.083,-36.02,-91.398,23.592,0.2516,0.1078,0.1332,1.0742,1.5207,1.5302,23.5925
4.8521,-23.385,-31.692,74.549,-39.956,-90.681,23.971,-23.576,-39.466,73.16,-30.522,-93.678,22.986,0.2703,0.1087,0.1426,1.1116,1.5309,1.5592,22.9863
4.896,-23.824,-33.275,76.835,-39.868,-90.242,23.572,-21.988,-37.848,72.529,-30.632,-94.498,24.801,0.2754,0.102,0.1391,1.1341,1.5415,1.5624,24.8009
4.9191,-23.912,-35.56,79.473,-38.198,-90.945,23.572,-21.768,-30.028,73.997,-43.574,-93.005,24.456,0.2762,0.1038,0.1381,1.104,1.452,1.5454,24.4557
4.9525,-23.121,-36.791,80.967,-35.297,-92.264,23.772,-23.128,-28.166,68.483,-35.338,-92.338,23.699,0.2803,0.1144,0.1334,1.1569,1.4981,1.4555,23.6994
4.9942,-22.857,-36.176,80.879,-33.099,-93.143,24.104,-23.277,-40.588,75.504,-32.85,-89.898,23.905,0.2689,0.1096,0.1405,1.0739,1.4863,1.4766,23.9046
5.0194,-23.033,-34.066,79.56,-32.396,-92.615,24.104,-25.006,-45.207,75.958,-25.707,-91.086,23.906,0.263,0.1151,0.1366,1.1058,1.5453,1.4711,23.9062
5.0534,-23.385,-31.341,77.275,-32.659,-91.56,23.904,-21.056,-38.909,73.035,-28.466,-86.799,24.075,0.2777,0.0976,0.1333,1.0279,1.6169,1.4705,24.0752
5.0967,-23.912,-29.846,75.692,-32.484,-91.209,23.838,-22.354,-28.672,72.097,-39.94,-92.99,24.727,0.28,0.1077,0.1303,1.128,1.5116,1.5239,24.7275
5.1198,-24.176,-29.758,75.341,-30.901,-90.769,23.838,-22.743,-33.436,74.755,-37.345,-87.784,25.303,0.273,0.1092,0.1291,1.0709,1.5134,1.4189,25.3027
5.1531,-23.824,-29.846,75.429,-29.758,-90.505,24.17,-21.847,-32.91,74.372,-37.588,-91.827,23.63,0.277,0.1046,0.1298,1.1264,1.5074,1.4896,23.6297
5.1975,-23.385,-30.11,75.429,-30.022,-90.066,24.568,-22.478,-35.876,79.121,-41.225,-89.437,24.386,0.2683,0.105,0.1298,1.0725,1.4834,1.4678,24.386
5.2202,-23.033,-30.637,75.429,-31.956,-89.802,24.436,-23.653,-35.869,79.324,-38.669,-90.56,23.151,0.2637,0.1067,0.1223,1.0844,1.5653,1.4956,23.1508
5.2535,-22.945,-31.604,75.956,-34.945,-89.802,23.904,-22.706,-29.076,70.212,-34.515,-91.168,23.118,0.2791,0.1089,0.1257,1.1266,1.5739,1.4679,23.1176
5.2868,-23.033,-33.099,77.626,-37.407,-90.066,23.572,-22.454,-31.808,74.415,-35.973,-91.734,22.936,0.2735,0.1025,0.1215,1.103,1.6156,1.5202,22.9359
5.3305,-23.209,-33.011,78.681,-38.286,-90.593,23.44,-22.428,-34.562,75.572,-34.268,-89.989,23.848,0.2702,0.1033,0.1218,1.1046,1.5885,1.4594,23.848
5.3538,-22.945,-32.132,78.418,-37.582,-90.857,23.307,-22.329,-28.758,75.387,-41.503,-92.548,23.573,0.2727,0.1047,0.1207,1.1407,1.5335,1.4924,23.5734
5.3878,-22.945,-31.692,77.802,-35.912,-90.593,23.373,-21.408,-34.321,71.66,-30.976,-90.451,23.275,0.2785,0.102,0.1293,1.1204,1.5664,1.4587,23.2752
5.4311,-22.857,-31.341,77.802,-35.121,-90.505,23.44,-22.387,-39.773,78.903,-33.666,-93.875,22.725,0.2649,0.1014,0.1258,1.1639,1.533,1.5064,22.7249
5.4542,-22.593,-31.341,77.099,-34.33,-90.505,23.44,-20.881,-23.779,69.137,-38.934,-92.668,22.023,0.2862,0.1031,0.1222,1.1706,1.5359,1.4664,22.0225
5.4875,-22.593,-32.396,76.22,-33.538,-91.121,23.041,-21.411,-19.16,69.387,-45.947,-91.013,22.247,0.2867,0.1067,0.1225,1.124,1.5073,1.4636,22.2469
5.5312,-22.418,-33.538,75.341,-33.978,-91.824,22.643,-23.472,-33.071,78.087,-40.575,-94.153,21.094,0.2657,0.1073,0.1227,1.1482,1.5257,1.5288,21.0939
5.5544,-22.154,-33.802,73.846,-36.44,-91.473,22.51,-23.178,-33.568,74.609,-35.425,-92.872,21.466,0.27,0.1088,0.1262,1.1576,1.5286,1.4801,21.4662
5.5877,-22.33,-33.363,73.231,-39.516,-91.385,21.912,-21.674,-29.518,74.744,-37.819,-89.693,20.628,0.2758,0.1012,0.1157,1.1059,1.601,1.4477,20.6277
5.6313,-22.593,-33.187,74.022,-41.363,-92.0,21.647,-21.698,-31.239,75.719,-40.454,-90.361,19.763,0.273,0.1023,0.1255,1.1086,1.5099,1.4616,19.7634
5.6545,-22.593,-32.571,75.077,-41.451,-92.0,21.514,-22.088,-18.001,68.816,-46.159,-90.669,18.161,0.2863,0.11,0.121,1.1198,1.5178,1.4581,18.1609
